Loan ID,Disbursed Date,Region,Loan Purpose,Loan Amount (INR),Tenure (months),Interest Rate (%),Applicant Age,Employment Type,Education Level,Marital Status,Monthly Income (INR),Credit Score,EMI (INR),EMI to Income Ratio,Late Payments Count,Loan Status
LN-105265,2021-02-24,Central India,Gold Loan,255696.0,12,11.67,45,Salaried,Graduate,Married,55652.0,639,22678.83,0.408,0,Fully Paid
LN-105608,2021-02-24,Central India,Business Loan,1155919.0,84,14.83,38,Self-Employed,Graduate,Married,41434.0,745,22195.38,0.536,1,Active
LN-105843,2021-02-24,West India,Vehicle Loan,944681.0,48,16.32,35,Self-Employed,Post-Graduate,Single,90027.0,594,26927.6,0.299,0,Fully Paid
LN-100186,2021-02-25,North India,Vehicle Loan,314518.0,36,15.08,29,Self-Employed,Below High School,Married,12837.0,622,10915.2,0.85,1,Active
LN-102469,2021-02-25,East India,Personal Loan,448771.0,24,16.68,41,Retired,Post-Graduate,Married,72095.0,603,22119.31,0.307,1,Active
LN-102524,2021-02-25,Central India,Vehicle Loan,1177772.0,72,10.34,29,Salaried,Post-Graduate,Single,76514.0,812,22021.69,0.288,1,Active
LN-103439,2021-02-25,South India,Business Loan,2377892.0,24,18.26,21,Business Owner,Professional Degree,Married,181621.0,704,119013.06,0.655,0,Fully Paid
LN-100893,2021-02-26,South India,Personal Loan,393749.0,12,15.25,30,Salaried,Post-Graduate,Divorced,61911.0,730,35585.59,0.575,0,Fully Paid
LN-101493,2021-02-26,East India,Gold Loan,585683.0,6,7.92,42,Self-Employed,Post-Graduate,Divorced,98818.0,666,99881.07,1.011,0,Fully Paid
LN-101664,2021-02-26,East India,Education Loan,1702976.0,36,13.41,44,Business Owner,Post-Graduate,Married,132267.0,733,57716.88,0.436,5,Restructured
LN-102736,2021-02-26,West India,Home Loan,2090468.0,300,10.74,36,Self-Employed,Graduate,Divorced,52950.0,609,20097.22,0.38,5,Written Off
LN-104450,2021-02-26,South India,Personal Loan,427113.0,24,9.33,44,Business Owner,High School,Divorced,31966.0,656,19577.28,0.612,0,Fully Paid
LN-104792,2021-02-26,Central India,Home Loan,3836677.0,300,12.15,41,Self-Employed,Professional Degree,Divorced,90390.0,649,40834.71,0.452,2,Active
LN-105262,2021-02-26,North India,Home Loan,4507060.0,240,10.0,21,Salaried,High School,Divorced,27510.0,684,43494.1,1.581,1,Active
LN-106456,2021-02-26,South India,Home Loan,4508766.0,300,12.53,26,Salaried,Graduate,Divorced,49577.0,657,49262.48,0.994,0,Active
LN-106900,2021-02-26,Central India,Home Loan,5983963.0,300,12.91,41,Salaried,Graduate,Single,59950.0,605,67084.04,1.119,0,Active
LN-104779,2021-02-27,East India,Gold Loan,710606.0,12,7.74,37,Business Owner,Post-Graduate,Single,73495.0,709,61729.11,0.84,1,Active
LN-105437,2021-02-27,Central India,Home Loan,4298152.0,120,13.05,31,Salaried,Professional Degree,Single,90767.0,748,64302.85,0.708,8,Written Off
LN-105896,2021-02-27,West India,Home Loan,1501866.0,300,9.3,23,Retired,Post-Graduate,Single,98050.0,672,12913.56,0.132,12,Defaulted
LN-106425,2021-02-27,West India,Home Loan,5606631.0,240,16.65,31,Self-Employed,Post-Graduate,Divorced,65775.0,686,80749.19,1.228,0,Active
LN-106674,2021-02-27,Central India,Home Loan,5830458.0,240,13.61,36,Business Owner,Post-Graduate,Divorced,149549.0,696,70857.42,0.474,11,Written Off
LN-100566,2021-02-28,North India,Gold Loan,729553.0,12,8.78,21,Salaried,Graduate,Married,60782.0,663,63726.08,1.048,1,Active
LN-101775,2021-02-28,North India,Home Loan,5906574.0,120,9.41,33,Salaried,Graduate,Married,56480.0,724,76138.88,1.348,0,Active
LN-102905,2021-02-28,East India,Personal Loan,268252.0,48,18.41,48,Salaried,Post-Graduate,Single,63030.0,839,7937.49,0.126,0,Fully Paid
LN-103381,2021-02-28,East India,Business Loan,1526217.0,84,8.12,58,Retired,High School,Single,17502.0,692,23879.29,1.364,1,Active
LN-104492,2021-02-28,Central India,Personal Loan,68045.0,36,14.37,27,Unemployed,Graduate,Single,10914.0,569,2337.86,0.214,1,Active
LN-102425,2021-03-01,West India,Agriculture Loan,161763.0,12,13.87,28,Retired,Post-Graduate,Single,104054.0,699,14514.34,0.139,0,Fully Paid
LN-104210,2021-03-01,East India,Education Loan,881249.0,36,17.05,22,Business Owner,Professional Degree,Divorced,97133.0,761,31440.86,0.324,0,Fully Paid
LN-104650,2021-03-01,West India,Education Loan,1593876.0,120,12.37,49,Retired,Graduate,Single,63693.0,556,23209.7,0.364,10,Written Off
LN-105004,2021-03-01,South India,Home Loan,2590906.0,120,14.75,40,Business Owner,Graduate,Single,55968.0,819,41404.6,0.74,0,Active
LN-106127,2021-03-01,West India,Gold Loan,231576.0,6,9.15,50,Salaried,Graduate,Divorced,69810.0,723,39632.55,0.568,0,Fully Paid
LN-106248,2021-03-01,East India,Business Loan,3512910.0,60,18.27,44,Self-Employed,Graduate,Married,64691.0,713,89721.6,1.387,1,Active
LN-106360,2021-03-01,North India,Agriculture Loan,971662.0,24,9.59,29,Salaried,Graduate,Married,52199.0,715,44653.62,0.855,0,Fully Paid
LN-100859,2021-03-02,North India,Vehicle Loan,289718.0,72,13.87,23,Self-Employed,Graduate,Married,48150.0,703,5949.7,0.124,1,Active
LN-101329,2021-03-02,South India,Personal Loan,90904.0,24,7.89,60,Self-Employed,Graduate,Divorced,70017.0,697,4106.78,0.059,0,Fully Paid
LN-106531,2021-03-02,North India,Gold Loan,463904.0,24,7.93,36,Unemployed,Post-Graduate,Divorced,26932.0,459,20966.31,0.778,3,Defaulted
LN-100283,2021-03-03,Central India,Business Loan,2073768.0,36,9.89,63,Retired,Graduate,Single,57967.0,573,66807.61,1.153,0,Fully Paid
LN-102025,2021-03-03,North India,Home Loan,3412171.0,180,11.7,35,Salaried,Graduate,Married,61066.0,859,40295.54,0.66,5,Defaulted
LN-102745,2021-03-03,West India,Vehicle Loan,503020.0,60,13.84,21,Self-Employed,High School,Married,35991.0,580,11662.71,0.324,0,Fully Paid
LN-103893,2021-03-03,West India,Personal Loan,50095.0,24,8.35,21,Retired,Graduate,Divorced,53878.0,559,2273.67,0.042,0,Fully Paid
LN-104402,2021-03-03,Central India,Personal Loan,65561.0,36,13.85,22,Salaried,Professional Degree,Married,144870.0,722,2235.95,0.015,0,Fully Paid
LN-104806,2021-03-03,Central India,Personal Loan,397853.0,48,15.28,49,Self-Employed,Post-Graduate,Married,94206.0,626,11129.1,0.118,3,Active
LN-105177,2021-03-03,South India,Business Loan,2326914.0,60,14.38,21,Salaried,Professional Degree,Married,94850.0,784,54602.73,0.576,0,Fully Paid
LN-106475,2021-03-03,Central India,Home Loan,2075135.0,120,11.08,43,Self-Employed,High School,Married,17679.0,575,28679.04,1.622,2,Restructured
LN-101144,2021-03-04,East India,Business Loan,3176650.0,24,8.58,57,Salaried,High School,Married,22001.0,690,144513.05,6.568,0,Fully Paid
LN-103125,2021-03-04,South India,Home Loan,2450659.0,180,14.02,25,Salaried,Post-Graduate,Single,104742.0,710,32669.38,0.312,0,Active
LN-103233,2021-03-04,South India,Education Loan,1910364.0,120,16.18,48,Salaried,Post-Graduate,Married,90240.0,768,32215.73,0.357,1,Active
LN-100997,2021-03-05,South India,Home Loan,2816014.0,180,10.07,25,Retired,High School,Divorced,21278.0,715,30381.74,1.428,0,Active
LN-103772,2021-03-05,West India,Home Loan,4138029.0,180,16.7,39,Salaried,Graduate,Single,51371.0,678,62806.71,1.223,1,Active
LN-105898,2021-03-05,East India,Home Loan,5487124.0,300,12.27,36,Business Owner,Professional Degree,Divorced,229340.0,650,58889.42,0.257,1,Active
LN-106012,2021-03-05,North India,Vehicle Loan,691731.0,60,12.15,32,Salaried,Graduate,Married,65716.0,709,15439.66,0.235,0,Fully Paid
LN-106427,2021-03-05,East India,Business Loan,559586.0,36,17.73,52,Business Owner,Below High School,Married,30400.0,673,20154.66,0.663,1,Active
LN-106484,2021-03-06,Central India,Home Loan,5396354.0,240,8.68,44,Salaried,Post-Graduate,Married,110378.0,726,47447.4,0.43,1,Active
LN-102121,2021-03-07,Central India,Education Loan,594043.0,60,7.93,62,Retired,High School,Married,26921.0,655,12025.16,0.447,0,Fully Paid
LN-102289,2021-03-07,West India,Business Loan,4264165.0,84,9.71,28,Salaried,High School,Divorced,31775.0,667,70152.88,2.208,0,Active
LN-104096,2021-03-08,East India,Vehicle Loan,639597.0,36,8.47,35,Retired,Professional Degree,Single,74916.0,663,20181.61,0.269,0,Fully Paid
LN-106864,2021-03-08,South India,Personal Loan,429631.0,36,9.43,33,Retired,Graduate,Single,69510.0,745,13748.29,0.198,0,Fully Paid
LN-102578,2021-03-09,North India,Home Loan,2886530.0,300,10.34,47,Self-Employed,Professional Degree,Single,72266.0,650,26924.9,0.373,11,Written Off
LN-105080,2021-03-09,North India,Personal Loan,291998.0,48,9.37,21,Business Owner,Graduate,Divorced,52884.0,619,7317.79,0.138,0,Fully Paid
LN-103825,2021-03-10,North India,Agriculture Loan,802920.0,12,17.41,26,Business Owner,Post-Graduate,Divorced,83891.0,650,73386.44,0.875,0,Fully Paid
LN-106588,2021-03-10,Central India,Gold Loan,545891.0,12,7.63,44,Business Owner,Post-Graduate,Single,110340.0,714,47392.86,0.43,0,Fully Paid
LN-100119,2021-03-12,South India,Vehicle Loan,511351.0,60,10.11,42,Salaried,Graduate,Divorced,45728.0,614,10892.39,0.238,0,Active
LN-100815,2021-03-12,East India,Personal Loan,230005.0,24,14.0,36,Salaried,Post-Graduate,Married,95549.0,722,11043.2,0.116,0,Fully Paid
LN-101347,2021-03-12,North India,Vehicle Loan,1197116.0,60,17.88,22,Business Owner,Graduate,Married,82775.0,730,30320.78,0.366,0,Fully Paid
LN-101400,2021-03-12,East India,Home Loan,3222133.0,300,12.04,45,Business Owner,Post-Graduate,Divorced,129688.0,726,34031.56,0.262,0,Active
LN-102924,2021-03-12,South India,Gold Loan,397386.0,24,16.78,37,Self-Employed,Graduate,Single,39308.0,637,19605.68,0.499,1,Active
LN-100967,2021-03-14,East India,Gold Loan,567222.0,24,11.43,42,Unemployed,Graduate,Single,11463.0,495,26550.37,2.316,9,Defaulted
LN-106043,2021-03-14,East India,Personal Loan,223168.0,24,15.28,40,Business Owner,High School,Married,26705.0,738,10850.38,0.406,0,Fully Paid
LN-106710,2021-03-14,North India,Personal Loan,333461.0,36,12.2,36,Salaried,High School,Divorced,20609.0,644,11107.56,0.539,0,Fully Paid
LN-100198,2021-03-15,West India,Business Loan,703217.0,60,8.39,21,Salaried,Graduate,Divorced,48778.0,638,14390.32,0.295,0,Fully Paid
LN-102903,2021-03-15,South India,Education Loan,1910366.0,84,12.07,45,Salaried,Graduate,Divorced,68079.0,671,33794.74,0.496,0,Active
LN-106504,2021-03-15,South India,Personal Loan,180434.0,48,17.45,44,Salaried,Graduate,Married,56982.0,717,5248.53,0.092,0,Fully Paid
LN-102503,2021-03-16,Central India,Personal Loan,462409.0,36,15.71,46,Salaried,High School,Divorced,32179.0,730,16190.8,0.503,2,Restructured
LN-103231,2021-03-16,East India,Gold Loan,217420.0,6,15.27,24,Salaried,Graduate,Divorced,61920.0,673,37867.56,0.612,0,Fully Paid
LN-105705,2021-03-16,Central India,Personal Loan,488453.0,12,12.53,21,Salaried,Post-Graduate,Married,99880.0,726,43519.66,0.436,0,Active
LN-102132,2021-03-17,East India,Gold Loan,130211.0,12,17.88,55,Salaried,Post-Graduate,Single,53636.0,719,11930.31,0.222,0,Fully Paid
LN-103172,2021-03-17,East India,Home Loan,4735643.0,180,10.96,46,Salaried,Post-Graduate,Single,91725.0,706,53706.29,0.586,0,Active
LN-103662,2021-03-17,South India,Home Loan,2606242.0,240,11.89,43,Self-Employed,Graduate,Married,62759.0,603,28497.35,0.454,2,Active
LN-103835,2021-03-17,Central India,Home Loan,3471298.0,180,13.56,42,Retired,High School,Single,17629.0,698,45207.1,2.564,5,Defaulted
LN-105707,2021-03-17,East India,Home Loan,1652487.0,120,7.59,26,Self-Employed,Graduate,Single,53698.0,701,19693.02,0.367,0,Active
LN-100775,2021-03-18,West India,Vehicle Loan,1021219.0,72,15.6,40,Salaried,Graduate,Single,52304.0,685,21927.83,0.419,7,Written Off
LN-100788,2021-03-18,South India,Education Loan,1000664.0,36,17.94,44,Self-Employed,Post-Graduate,Single,59252.0,506,36146.29,0.61,4,Defaulted
LN-100945,2021-03-18,West India,Business Loan,4511878.0,84,10.97,24,Self-Employed,Graduate,Married,33562.0,718,77183.19,2.3,0,Active
LN-103926,2021-03-18,North India,Vehicle Loan,298214.0,72,10.0,46,Self-Employed,Post-Graduate,Single,84539.0,631,5524.66,0.065,4,Restructured
LN-104446,2021-03-18,Central India,Home Loan,2434816.0,180,10.52,25,Self-Employed,Graduate,Divorced,68420.0,684,26944.63,0.394,0,Active
LN-106520,2021-03-18,West India,Business Loan,2569503.0,36,8.16,48,Retired,Professional Degree,Divorced,68336.0,761,80708.68,1.181,0,Active
LN-104270,2021-03-19,West India,Business Loan,2830249.0,36,9.08,30,Business Owner,Graduate,Divorced,57647.0,740,90106.58,1.563,12,Written Off
LN-105556,2021-03-19,South India,Vehicle Loan,1083608.0,48,15.36,33,Salaried,Graduate,Divorced,33849.0,710,30355.73,0.897,0,Fully Paid
LN-100256,2021-03-20,West India,Education Loan,1366956.0,120,13.33,42,Unemployed,Graduate,Divorced,11969.0,509,20677.05,1.728,7,Defaulted
LN-100398,2021-03-20,East India,Education Loan,1354331.0,120,13.87,21,Business Owner,Graduate,Single,65621.0,760,20922.48,0.319,0,Active
LN-103277,2021-03-20,East India,Business Loan,4674657.0,84,13.86,21,Salaried,Professional Degree,Divorced,70120.0,733,87241.99,1.244,1,Active
LN-103904,2021-03-20,Central India,Personal Loan,197134.0,12,11.41,21,Self-Employed,Graduate,Married,65836.0,658,17460.75,0.265,0,Fully Paid
LN-104319,2021-03-20,West India,Home Loan,3310005.0,300,10.07,41,Business Owner,Professional Degree,Married,206988.0,746,30241.53,0.146,1,Active
LN-104426,2021-03-20,Central India,Home Loan,2220313.0,300,16.4,34,Salaried,Post-Graduate,Divorced,97967.0,789,30870.28,0.315,0,Active
LN-106634,2021-03-20,North India,Agriculture Loan,253680.0,36,17.93,31,Retired,Post-Graduate,Single,100711.0,671,9162.23,0.091,0,Fully Paid
LN-106907,2021-03-20,Central India,Personal Loan,211330.0,36,15.75,25,Salaried,Post-Graduate,Single,67024.0,684,7403.68,0.11,0,Fully Paid
LN-104126,2021-03-21,North India,Vehicle Loan,997448.0,60,17.74,52,Self-Employed,Graduate,Single,56867.0,686,25187.76,0.443,0,Fully Paid
LN-106557,2021-03-21,East India,Business Loan,2561689.0,84,17.45,34,Salaried,High School,Married,31495.0,648,53018.51,1.683,5,Defaulted
LN-101119,2021-03-22,North India,Home Loan,2045305.0,120,9.71,42,Salaried,High School,Divorced,17521.0,602,26701.47,1.524,2,Active
LN-103226,2021-03-22,East India,Education Loan,377800.0,84,9.13,32,Business Owner,High School,Married,43427.0,662,6103.41,0.141,1,Active
LN-104674,2021-03-22,North India,Personal Loan,165376.0,24,16.49,39,Unemployed,Post-Graduate,Divorced,31251.0,515,8136.1,0.26,0,Fully Paid
LN-105332,2021-03-22,North India,Agriculture Loan,498949.0,12,7.66,39,Salaried,High School,Single,34546.0,710,43324.39,1.254,0,Fully Paid
LN-106661,2021-03-22,South India,Personal Loan,146595.0,12,8.45,21,Self-Employed,High School,Divorced,22799.0,474,12782.59,0.561,2,Active
LN-106904,2021-03-22,West India,Education Loan,258770.0,120,17.98,56,Salaried,Professional Degree,Single,130362.0,634,4659.32,0.036,3,Active
LN-100149,2021-03-23,East India,Gold Loan,737245.0,24,15.24,48,Self-Employed,High School,Married,17636.0,656,35830.66,2.032,0,Fully Paid
LN-102439,2021-03-23,South India,Personal Loan,216905.0,24,16.96,49,Business Owner,High School,Married,33220.0,775,10720.11,0.323,0,Fully Paid
LN-102910,2021-03-23,East India,Vehicle Loan,1152757.0,60,7.56,62,Self-Employed,Post-Graduate,Married,91677.0,639,23131.77,0.252,0,Fully Paid
LN-103718,2021-03-23,Central India,Vehicle Loan,723957.0,72,14.22,48,Self-Employed,Graduate,Single,40900.0,647,15003.09,0.367,0,Active
LN-104726,2021-03-23,South India,Education Loan,1429706.0,36,14.95,58,Salaried,Post-Graduate,Married,76362.0,714,49526.23,0.649,0,Fully Paid
LN-106152,2021-03-23,South India,Gold Loan,431986.0,24,14.28,28,Salaried,Post-Graduate,Divorced,66194.0,704,20798.08,0.314,0,Fully Paid
LN-106416,2021-03-23,North India,Personal Loan,124206.0,48,18.01,56,Self-Employed,Graduate,Divorced,40846.0,660,3649.2,0.089,0,Fully Paid
LN-101505,2021-03-24,North India,Vehicle Loan,645275.0,36,14.4,41,Retired,High School,Married,33896.0,624,22179.54,0.654,0,Fully Paid
LN-102243,2021-03-24,South India,Home Loan,1511156.0,300,13.46,43,Self-Employed,High School,Married,20852.0,684,17568.83,0.843,1,Active
LN-105264,2021-03-24,West India,Personal Loan,264046.0,12,15.56,28,Self-Employed,Post-Graduate,Divorced,80768.0,626,23902.18,0.296,1,Active
LN-106933,2021-03-24,East India,Vehicle Loan,487169.0,60,9.68,26,Salaried,Graduate,Married,41006.0,724,10274.36,0.251,0,Fully Paid
LN-100787,2021-03-25,East India,Home Loan,1733711.0,240,14.04,46,Salaried,Graduate,Married,42012.0,648,21609.44,0.514,4,Defaulted
LN-104612,2021-03-25,Central India,Business Loan,654828.0,24,10.65,40,Self-Employed,Graduate,Single,60362.0,757,30413.82,0.504,0,Fully Paid
LN-104621,2021-03-25,South India,Business Loan,3342374.0,60,16.91,45,Business Owner,Professional Degree,Divorced,148923.0,723,82904.94,0.557,0,Fully Paid
LN-100180,2021-03-26,Central India,Education Loan,1938404.0,120,13.09,70,Salaried,Post-Graduate,Single,63604.0,770,29045.44,0.457,1,Active
LN-104231,2021-03-26,South India,Vehicle Loan,551624.0,36,15.46,39,Self-Employed,Post-Graduate,Married,60960.0,734,19246.72,0.316,1,Active
LN-106832,2021-03-26,Central India,Home Loan,2599932.0,240,16.62,35,Self-Employed,Graduate,Married,55988.0,755,37386.34,0.668,1,Active
LN-100333,2021-03-27,West India,Agriculture Loan,646850.0,36,15.48,44,Business Owner,Below High School,Divorced,43286.0,674,22575.61,0.522,0,Fully Paid
LN-100719,2021-03-28,East India,Personal Loan,136088.0,24,13.44,46,Unemployed,High School,Divorced,6536.0,561,6498.03,0.994,0,Fully Paid
LN-102782,2021-03-28,East India,Personal Loan,304916.0,24,16.15,48,Salaried,Below High School,Married,19723.0,669,14951.5,0.758,0,Active
LN-105685,2021-03-29,Central India,Personal Loan,217992.0,48,14.21,30,Salaried,Post-Graduate,Single,81463.0,754,5979.94,0.073,0,Active
LN-106702,2021-03-29,West India,Home Loan,4670927.0,180,18.32,30,Self-Employed,Graduate,Divorced,50697.0,589,76299.46,1.505,3,Active
LN-100302,2021-03-30,North India,Business Loan,4707526.0,84,7.7,43,Salaried,Graduate,Single,64244.0,889,72670.88,1.131,1,Active
LN-101507,2021-03-30,Central India,Personal Loan,209549.0,12,14.3,31,Salaried,Post-Graduate,Divorced,59321.0,773,18844.39,0.318,0,Active
LN-101851,2021-03-30,Central India,Home Loan,4642974.0,300,12.63,31,Salaried,Post-Graduate,Single,83755.0,780,51075.8,0.61,0,Active
LN-102086,2021-03-30,North India,Business Loan,3383924.0,60,10.43,56,Unemployed,High School,Divorced,8180.0,574,72616.44,8.877,3,Restructured
LN-102850,2021-03-30,West India,Personal Loan,447204.0,24,15.49,47,Salaried,Professional Degree,Married,97741.0,799,21787.68,0.223,0,Fully Paid
LN-104225,2021-03-30,East India,Agriculture Loan,595454.0,24,13.84,37,Unemployed,Graduate,Divorced,14975.0,469,28544.48,1.906,0,Fully Paid
LN-106930,2021-03-30,Central India,Vehicle Loan,451880.0,48,11.0,41,Self-Employed,Post-Graduate,Married,53449.0,730,11679.07,0.219,0,Fully Paid
LN-101276,2021-03-31,West India,Agriculture Loan,554812.0,36,14.27,36,Self-Employed,Professional Degree,Married,112133.0,665,19035.0,0.17,0,Fully Paid
LN-106665,2021-03-31,North India,Education Loan,393762.0,84,15.66,31,Salaried,High School,Single,31009.0,728,7744.87,0.25,1,Active
LN-100061,2021-04-01,South India,Business Loan,3241414.0,24,14.69,28,Self-Employed,Graduate,Married,34843.0,627,156688.31,4.497,0,Fully Paid
LN-100393,2021-04-01,East India,Vehicle Loan,955466.0,72,13.66,30,Salaried,Post-Graduate,Married,99433.0,722,19514.55,0.196,0,Active
LN-101747,2021-04-01,North India,Vehicle Loan,701707.0,48,14.9,45,Self-Employed,Graduate,Divorced,56748.0,643,19493.48,0.344,0,Fully Paid
LN-102297,2021-04-01,West India,Vehicle Loan,1083546.0,36,14.95,42,Self-Employed,High School,Married,18959.0,734,37534.95,1.98,9,Written Off
